ftu,pmcid,graphic,sex_tag,value,unit
nephron,PMC7664435,ijms-21-08349-g008,female,10,um
intestinal villus,PMC7603445,204_2020_2900_Fig1_HTML,female,50,um
intestinal villus,PMC7603445,204_2020_2900_Fig1_HTML,female,50,um
intestinal villus,PMC7603445,204_2020_2900_Fig1_HTML,female,50,um
nephron,PMC7603445,204_2020_2900_Fig1_HTML,female,50,um
nephron,PMC7603445,204_2020_2900_Fig1_HTML,female,50,um
nephron,PMC7603445,204_2020_2900_Fig1_HTML,female,50,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,75,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,150,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,75,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,150,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,75,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,150,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,75,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,150,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,75,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,150,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,75,um
prostate glandular acinus,PMC7665231,oncotarget-11-4104-g001,female,150,um
white pulp of spleen,PMC7665179,41598_2020_76628_Fig7_HTML,female,50,um
red pulp of spleen,PMC7665179,41598_2020_76628_Fig7_HTML,female,50,um
nephron,PMC7605860,elife-56059-fig1,male,5,um
nephron,PMC7605860,elife-56059-fig1,male,5,um
nephron,PMC7605860,elife-56059-fig1,male,5,um
intestinal villus,PMC7661056,pone.0242079.g002,male,500,um
intestinal villus,PMC7661056,pone.0242079.g002,male,50,um
intestinal villus,PMC7661056,pone.0242079.g002,male,500,um
intestinal villus,PMC7661056,pone.0242079.g002,male,50,um
intestinal villus,PMC7661056,pone.0242079.g002,male,500,um
intestinal villus,PMC7661056,pone.0242079.g002,male,50,um
intestinal villus,PMC7661056,pone.0242079.g002,female,500,um
intestinal villus,PMC7661056,pone.0242079.g002,female,50,um
intestinal villus,PMC7661056,pone.0242079.g002,female,500,um
intestinal villus,PMC7661056,pone.0242079.g002,female,50,um
papillary layer of dermis,PMC10058564,life-13-00836-g002,male,50,um
papillary layer of dermis,PMC10058564,life-13-00836-g002,male,200,um
papillary layer of dermis,PMC10058564,life-13-00836-g002,male,100,um
papillary layer of dermis,PMC10058564,life-13-00836-g002,female,50,um
papillary layer of dermis,PMC10058564,life-13-00836-g002,female,200,um
papillary layer of dermis,PMC10058564,life-13-00836-g002,female,100,um
nephron,PMC10094801,ijms-24-06747-g005,male,50,um
nephron,PMC10094801,ijms-24-06747-g005,male,50,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,male,1,um
nephron,PMC10094651,ijerph-20-05253-g001,male,1,um
nephron,PMC10094651,ijerph-20-05253-g001,male,0.5,um
nephron,PMC10094651,ijerph-20-05253-g001,male,0.4,um
nephron,PMC10094651,ijerph-20-05253-g001,male,0.25,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,male,1,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,male,1,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,male,0.5,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,male,0.4,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,male,0.25,um
nephron,PMC10094651,ijerph-20-05253-g001,male,1,um
nephron,PMC10094651,ijerph-20-05253-g001,male,1,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,female,1,um
nephron,PMC10094651,ijerph-20-05253-g001,female,1,um
nephron,PMC10094651,ijerph-20-05253-g001,female,0.5,um
nephron,PMC10094651,ijerph-20-05253-g001,female,0.4,um
nephron,PMC10094651,ijerph-20-05253-g001,female,0.25,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,female,1,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,female,1,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,female,0.5,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,female,0.4,um
renal corpuscle,PMC10094651,ijerph-20-05253-g001,female,0.25,um
nephron,PMC10094651,ijerph-20-05253-g001,female,1,um
nephron,PMC10094651,ijerph-20-05253-g001,female,1,um
prostate glandular acinus,PMC10073560,fimmu-14-1135753-g003,male,50,um
pancreatic acinus,PMC11219039,elife-83712-fig8,male,20,um
pancreatic acinus,PMC11219039,elife-83712-fig8,male,10,um
pancreatic acinus,PMC11219039,elife-83712-fig8,male,1,um
pancreatic acinus,PMC11219039,elife-83712-fig8,male,1,um
pancreatic acinus,PMC11219039,elife-83712-fig8,female,20,um
pancreatic acinus,PMC11219039,elife-83712-fig8,female,10,um
pancreatic acinus,PMC11219039,elife-83712-fig8,female,1,um
pancreatic acinus,PMC11219039,elife-83712-fig8,female,1,um
crypt of Lieberkuhn of large intestine,PMC11206008,microorganisms-12-01187-g003,male,50,um
crypt of Lieberkuhn of large intestine,PMC11206008,microorganisms-12-01187-g003,male,20,um
crypt of Lieberkuhn of large intestine,PMC11206008,microorganisms-12-01187-g003,male,50,um
crypt of Lieberkuhn of large intestine,PMC11206008,microorganisms-12-01187-g003,male,20,um
crypt of Lieberkuhn of large intestine,PMC11206008,microorganisms-12-01187-g003,female,50,um
crypt of Lieberkuhn of large intestine,PMC11206008,microorganisms-12-01187-g003,female,20,um
intestinal villus,PMC11213706,44303_2024_19_Fig2_HTML,male,200,um
intestinal villus,PMC11213706,44303_2024_19_Fig2_HTML,male,200,um
intestinal villus,PMC11213706,44303_2024_19_Fig2_HTML,male,200,um
intestinal villus,PMC11213706,44303_2024_19_Fig2_HTML,female,200,um
intestinal villus,PMC11213706,44303_2024_19_Fig2_HTML,female,200,um
intestinal villus,PMC11213706,44303_2024_19_Fig2_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC11213805,10695_2024_1314_Fig2_HTML,male,500,um
intestinal villus,PMC11213805,10695_2024_1314_Fig2_HTML,male,500,um
crypt of Lieberkuhn of large intestine,PMC11213805,10695_2024_1314_Fig2_HTML,female,500,um
intestinal villus,PMC11213805,10695_2024_1314_Fig2_HTML,female,500,um
prostate glandular acinus,PMC11214834,pwad065_fig1,female,100,um
prostate glandular acinus,PMC11214834,pwad065_fig1,female,100,um
prostate glandular acinus,PMC11214834,pwad065_fig1,female,100,um
prostate glandular acinus,PMC11214834,pwad065_fig1,female,100,um
red pulp of spleen,PMC11223901,IJD2024-1454079.002,female,200,um
red pulp of spleen,PMC11223901,IJD2024-1454079.002,male,200,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,1,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,50,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,5,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,5,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,100,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,100,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,10,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,10,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,male,1,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,1,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,50,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,5,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,5,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,100,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,100,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,10,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,10,um
papillary layer of dermis,PMC11208142,41586_2024_7528_Fig6_ESM,female,1,um
alveolus of lung,PMC4582177,develop-142-123554-g3,male,200,um
alveolus of lung,PMC4582177,develop-142-123554-g3,male,200,um
pancreatic acinus,PMC4582177,develop-142-123554-g3,male,200,um
pancreatic acinus,PMC4582177,develop-142-123554-g3,male,200,um
intestinal villus,PMC4521792,pone.0134325.g005,male,2,um
nephron,PMC4557973,pone.0137043.g005,male,50,um
intestinal villus,PMC4521792,pone.0134325.g004,male,2,um
nephron,PMC4549328,pgen.1005437.g004,female,50,um
crypt of Lieberkuhn of large intestine,PMC4542289,biolopen-4-012815-g6,male,50,um
crypt of Lieberkuhn of large intestine,PMC4542289,biolopen-4-012815-g6,female,50,um
intestinal villus,PMC10415184,41556_2023_1182_Fig7_ESM,female,200,um
intestinal villus,PMC10415184,41556_2023_1182_Fig7_ESM,female,1000,um
intestinal villus,PMC10415184,41556_2023_1182_Fig7_ESM,female,200,um
intestinal villus,PMC10415184,41556_2023_1182_Fig7_ESM,female,1000,um
descending limb of loop of Henle,PMC10420150,jcm-12-05131-g002,female,250,um
thick ascending limb of loop of Henle,PMC10427508,fphar-14-1230174-g001,female,50,um
thick ascending limb of loop of Henle,PMC10427508,fphar-14-1230174-g001,female,25,um
intestinal villus,PMC10406703,10565_2021_9655_Fig7_HTML,male,50,um
intestinal villus,PMC10406703,10565_2021_9655_Fig7_HTML,female,50,um
thick ascending limb of loop of Henle,PMC10443631,figs7,male,50,um
thick ascending limb of loop of Henle,PMC10443631,figs7,female,50,um
intestinal villus,PMC10415184,41556_2023_1182_Fig3_HTML,female,25,um
liver lobule,PMC10432280,41586_2023_6333_Fig12_ESM,female,50,um
crypt of Lieberkuhn of large intestine,PMC10411582,iyad088f3,male,10,um
crypt of Lieberkuhn of large intestine,PMC10411582,iyad088f3,female,10,um
epidermal ridge of digit,PMC10401137,CNS-29-2555-g006,female,100,um
epidermal ridge of digit,PMC10401137,CNS-29-2555-g006,female,100,um
nephron,PMC10450617,fimmu-14-1228399-g003,male,50,um
nephron,PMC10450617,fimmu-14-1228399-g003,female,50,um
prostate glandular acinus,PMC10422794,12943_2023_1825_Fig6_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC10444825,41467_2023_40794_Fig5_HTML,male,100,um
intestinal villus,PMC10444825,41467_2023_40794_Fig5_HTML,male,100,um
crypt of Lieberkuhn of large intestine,PMC10444825,41467_2023_40794_Fig5_HTML,female,100,um
intestinal villus,PMC10444825,41467_2023_40794_Fig5_HTML,female,100,um
intestinal villus,PMC10446811,IPHB_A_2246500_F0005_C,male,200,um
intestinal villus,PMC10446811,IPHB_A_2246500_F0005_C,male,100,um
papillary layer of dermis,PMC10415704,gr6,female,40,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,20,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,2,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,2,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,1,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,0.5,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,0.5,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,male,0.25,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,20,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,2,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,2,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,1,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,0.5,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,0.5,um
papillary layer of dermis,PMC10422776,13071_2023_5905_Fig3_HTML,female,0.25,um
epidermal ridge of digit,PMC5882949,41598_2018_23684_Fig1_HTML,male,2,um
epidermal ridge of digit,PMC5882949,41598_2018_23684_Fig1_HTML,male,10,um
epidermal ridge of digit,PMC5882949,41598_2018_23684_Fig1_HTML,female,2,um
epidermal ridge of digit,PMC5882949,41598_2018_23684_Fig1_HTML,female,10,um
descending limb of loop of Henle,PMC5909759,jnnp-2017-315720f02,male,5,um
descending limb of loop of Henle,PMC5909759,jnnp-2017-315720f02,male,812,um
descending limb of loop of Henle,PMC5909759,jnnp-2017-315720f02,male,812,um
crypt of Lieberkuhn of large intestine,PMC5904343,zookeys-734-105-g003,male,20,um
nephron,PMC7363696,gr4,male,5,um
nephron,PMC7363696,gr4,male,3,um
nephron,PMC7363696,gr4,female,5,um
nephron,PMC7363696,gr4,female,3,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,male,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
liver lobule,PMC7429712,12885_2020_7282_Fig4_HTML,female,50,um
crypt of Lieberkuhn of large intestine,PMC7408863,cancers-12-01857-g008a,male,50,um
crypt of Lieberkuhn of large intestine,PMC7408863,cancers-12-01857-g008a,male,50,um
crypt of Lieberkuhn of large intestine,PMC7408863,cancers-12-01857-g008a,female,50,um
crypt of Lieberkuhn of large intestine,PMC7408863,cancers-12-01857-g008a,female,50,um
nephron,PMC7401031,ioaa060f1,female,25,um
nephron,PMC7401031,ioaa060f1,female,25,um
papillary layer of dermis,PMC7362079,polymers-12-01290-g004,male,2000,um
papillary layer of dermis,PMC7362079,polymers-12-01290-g004,male,1000,um
papillary layer of dermis,PMC7362079,polymers-12-01290-g004,female,2000,um
papillary layer of dermis,PMC7362079,polymers-12-01290-g004,female,1000,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,male,50,um
nephron,PMC7383921,JMOR-281-725-g007,male,50,um
nephron,PMC7383921,JMOR-281-725-g007,male,50,um
nephron,PMC7383921,JMOR-281-725-g007,male,20,um
nephron,PMC7383921,JMOR-281-725-g007,male,100,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,male,50,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,male,20,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,male,100,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,male,50,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,male,50,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,male,20,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,male,100,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,female,50,um
nephron,PMC7383921,JMOR-281-725-g007,female,50,um
nephron,PMC7383921,JMOR-281-725-g007,female,50,um
nephron,PMC7383921,JMOR-281-725-g007,female,20,um
nephron,PMC7383921,JMOR-281-725-g007,female,100,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,female,50,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,female,20,um
renal corpuscle,PMC7383921,JMOR-281-725-g007,female,100,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,female,50,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,female,50,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,female,20,um
thick ascending limb of loop of Henle,PMC7383921,JMOR-281-725-g007,female,100,um
islet of Langerhans,PMC7378553,41598_2020_69256_Fig3_HTML,male,1,um
islet of Langerhans,PMC7378553,41598_2020_69256_Fig3_HTML,male,50,um
crypt of Lieberkuhn of large intestine,PMC7378553,41598_2020_69256_Fig3_HTML,male,1,um
crypt of Lieberkuhn of large intestine,PMC7378553,41598_2020_69256_Fig3_HTML,male,50,um
islet of Langerhans,PMC7378553,41598_2020_69256_Fig3_HTML,female,1,um
islet of Langerhans,PMC7378553,41598_2020_69256_Fig3_HTML,female,50,um
crypt of Lieberkuhn of large intestine,PMC7378553,41598_2020_69256_Fig3_HTML,female,1,um
crypt of Lieberkuhn of large intestine,PMC7378553,41598_2020_69256_Fig3_HTML,female,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,10,um
nephron,PMC7383091,MSB-16-e9610-g007,female,50,um
nephron,PMC7383091,MSB-16-e9610-g007,female,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,10,um
nephron,PMC7383091,MSB-16-e9610-g007,female,50,um
nephron,PMC7383091,MSB-16-e9610-g007,female,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,10,um
nephron,PMC7383091,MSB-16-e9610-g007,female,50,um
nephron,PMC7383091,MSB-16-e9610-g007,female,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,female,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,female,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,female,10,um
nephron,PMC7383091,MSB-16-e9610-g007,female,50,um
nephron,PMC7383091,MSB-16-e9610-g007,female,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,50,um
intestinal villus,PMC7383091,MSB-16-e9610-g007,male,10,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,50,um
bronchus submucosal gland,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,50,um
crypt of Lieberkuhn of large intestine,PMC7383091,MSB-16-e9610-g007,male,10,um
nephron,PMC7383091,MSB-16-e9610-g007,male,50,um
nephron,PMC7383091,MSB-16-e9610-g007,male,10,um
crypt of Lieberkuhn of large intestine,PMC11099142,44321_2024_69_Fig11_ESM,female,20,um
pancreatic acinus,PMC11096477,ebm-249-10175-g003,male,50,um
pancreatic acinus,PMC11096477,ebm-249-10175-g003,female,50,um
crypt of Lieberkuhn of large intestine,PMC11096101,41586_2024_7288_Fig9_ESM,female,10,um
prostate glandular acinus,PMC6336682,41388_2018_440_Fig5_HTML,female,50,um
prostate glandular acinus,PMC6336682,41388_2018_440_Fig5_HTML,female,250,um
prostate glandular acinus,PMC6336682,41388_2018_440_Fig5_HTML,female,200,um
crypt of Lieberkuhn of large intestine,PMC6353789,fimmu-10-00021-g0008,female,20,um
inner medullary collecting duct,PMC6362014,41598_2018_38020_Fig1_HTML,male,5,um
cortical collecting duct,PMC6362014,41598_2018_38020_Fig1_HTML,male,5,um
inner medullary collecting duct,PMC6362014,41598_2018_38020_Fig1_HTML,female,5,um
cortical collecting duct,PMC6362014,41598_2018_38020_Fig1_HTML,female,5,um
papillary layer of dermis,PMC6343075,fbioe-07-00002-g0002,male,100,um
papillary layer of dermis,PMC6343075,fbioe-07-00002-g0002,female,100,um
papillary layer of dermis,PMC6343075,fbioe-07-00002-g0002,male,100,um
papillary layer of dermis,PMC6343075,fbioe-07-00002-g0002,female,100,um
papillary layer of dermis,PMC6343075,fbioe-07-00002-g0002,male,100,um
papillary layer of dermis,PMC6343075,fbioe-07-00002-g0002,male,100,um
nephron,PMC7461256,12610_2020_111_Fig4_HTML,male,50,um
nephron,PMC7461256,12610_2020_111_Fig4_HTML,male,25,um
prostate glandular acinus,PMC7461256,12610_2020_111_Fig4_HTML,male,50,um
prostate glandular acinus,PMC7461256,12610_2020_111_Fig4_HTML,male,25,um
descending limb of loop of Henle,PMC7455909,13287_2020_1881_Fig1_HTML,female,500,um
descending limb of loop of Henle,PMC7455909,13287_2020_1881_Fig1_HTML,female,100,um
nephron,PMC7461256,12610_2020_111_Fig3_HTML,male,50,um
nephron,PMC7461256,12610_2020_111_Fig3_HTML,male,25,um
prostate glandular acinus,PMC7461256,12610_2020_111_Fig3_HTML,male,50,um
prostate glandular acinus,PMC7461256,12610_2020_111_Fig3_HTML,male,25,um
islet of Langerhans,PMC7457809,12915_2020_840_Fig7_HTML,male,20,um
islet of Langerhans,PMC7457809,12915_2020_840_Fig7_HTML,male,100,um
islet of Langerhans,PMC7457809,12915_2020_840_Fig7_HTML,male,100,um
pancreatic acinus,PMC7457809,12915_2020_840_Fig7_HTML,male,20,um
pancreatic acinus,PMC7457809,12915_2020_840_Fig7_HTML,male,100,um
pancreatic acinus,PMC7457809,12915_2020_840_Fig7_HTML,male,100,um
nephron,PMC7461256,12610_2020_111_Fig2_HTML,male,50,um
prostate glandular acinus,PMC7461256,12610_2020_111_Fig2_HTML,male,50,um
islet of Langerhans,PMC7443437,41378_2020_164_Fig4_HTML,male,100,um
nephron,PMC7443437,41378_2020_164_Fig4_HTML,male,20,um
islet of Langerhans,PMC7443437,41378_2020_164_Fig4_HTML,male,50,um
islet of Langerhans,PMC7443437,41378_2020_164_Fig4_HTML,male,20,um
intestinal villus,PMC7443437,41378_2020_164_Fig4_HTML,male,100,um
intestinal villus,PMC7443437,41378_2020_164_Fig4_HTML,male,50,um
intestinal villus,PMC7443437,41378_2020_164_Fig4_HTML,male,20,um
