Uberon ID,Preferred label,Synonyms,Definition,Source ontology,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis, hepatic lobule, lobuli hepatici, lobulus hepaticus",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/NIFDYS,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,,the polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,,N/A,https://data.bioontology.org/ontologies/NBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,N/A,"lobules of liver, lobuli hepatis, hepatic lobule, lobuli hepatici, lobulus hepaticus",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/HSPO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobuli hepatis, lobules of liver, lobuli hepatici, hepatic lobule, lobulus hepaticus",the polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein,https://data.bioontology.org/ontologies/OCVDAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobuli hepatis, lobules of liver, lobuli hepatici, hepatic lobule, lobulus hepaticus",the polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein,https://data.bioontology.org/ontologies/OCMR,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis, hepatic lobule, lobuli hepatici, lobulus hepaticus",the polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein,https://data.bioontology.org/ontologies/KTAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,,N/A,https://data.bioontology.org/ontologies/GCBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis, hepatic lobule, lobuli hepatici, lobulus hepaticus",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/FOVT,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,hepatic Lobule,"lobuli hepatis, lobules of liver, lobuli hepatici, hepatic lobule, lobulus hepaticus",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis, hepatic lobule, lobuli hepatici, lobulus hepaticus",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/CLO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/EFO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/RBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis, hepatic lobule, lobuli hepatici, lobulus hepaticus",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobulus hepaticus, lobuli hepatis, lobuli hepatici, lobules of liver, hepatic lobule",N/A,https://data.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobules of liver, lobuli hepatis",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/CCONT,,,,,,,,,,,,,,,,,,,,,
UBERON:0004647,liver lobule,"lobuli hepatis, lobules of liver",The polygonal structure of the liver that consists of hepatocytes radiating outward from a hepatic vein.,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,airway submucosal gland,A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,"airway submucosal gland, submucosal bronchus gland, submucosal bronchial gland, bronchial submucosal gland",A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/AISM,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,"airway submucosal gland, submucosal bronchus gland, submucosal bronchial gland, bronchial submucosal gland",A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,"airway submucosal gland, submucosal bronchus gland, submucosal bronchial gland, bronchial submucosal gland",A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/NIFDYS,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,,N/A,https://data.bioontology.org/ontologies/NBO,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,"airway submucosal gland, submucosal bronchus gland, submucosal bronchial gland, bronchial submucosal gland",A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/FOVT,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchial submucosal gland,"airway submucosal gland, bronchial submucosal gland, submucosal bronchus gland, submucosal bronchial gland",A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,airway submucosal gland,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,airway submucosal gland,A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:8410043,bronchus submucosal gland,airway submucosal gland,A submucosal gland located in a bronchus.,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,"respiratory alveoli, alveolus pulmonis, alveoli",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,UBERON_0002299,,N/A,https://data.bioontology.org/ontologies/BERO,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,"respiratory alveoli, alveolus pulmonis, alveoli, alveolus, lung alveolus, respiratory alveolus, pulmonary alveolus",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,,Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,N/A,"respiratory alveoli, alveolus pulmonis, alveoli, alveolus, lung alveolus, respiratory alveolus, pulmonary alveolus",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/HSPO,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,,Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates.,https://data.bioontology.org/ontologies/HOIP,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung on respiratory bronchiole,"respiratory alveoli, alveolus pulmonis, alveoli, alveolus, respiratory alveolus, lung alveolus, pulmonary alveolus",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,"respiratory alveoli, alveolus pulmonis, alveoli",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/EFO,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,alveolus,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,"respiratory alveoli, alveolus pulmonis, alveoli",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,"respiratory alveoli, alveolus pulmonis, alveoli",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/CCONT,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,,N/A,https://data.bioontology.org/ontologies/DDSS,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,"respiratory alveoli, alveolus pulmonis, alveoli",Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0002299,alveolus of lung,,N/A,https://data.bioontology.org/ontologies/DOID,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,intercalated duct of pancreas,"ductus intercalatus (pancreas), pancreatic ductule",An intercalated duct that is part of a pancreas.,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,intercalated duct of pancreas,,A intercalated duct that is part of a pancreas.,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,intercalated duct of pancreas,"ductus intercalatus (pancreas), pancreatic ductule",An intercalated duct that is part of a pancreas.,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,Intercalated duct,"pancreatic ductule, ductus intercalatus (pancreas)",An intercalated duct that is part of a pancreas.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,intercalated duct of pancreas,,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,intercalated duct of pancreas,"pancreatic ductule, ductus intercalatus (pancreas)",An intercalated duct that is part of a pancreas.,https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0014726,intercalated duct of pancreas,"pancreatic ductule, ductus intercalatus (pancreas)",An intercalated duct that is part of a pancreas.,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"island of pancreas, island of Langerhans, islets of langerhans, pancreatic islet, pancreatic insula",the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/ODAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/AISM,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic islet, pancreatic insula",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/NMDCO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"island of pancreas, island of Langerhans, islets of langerhans, pancreatic islet, pancreatic insula",the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/OAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/PCL,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/MAXO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/ECAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/OBI_BCGO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/NIFDYS,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,N/A,https://data.bioontology.org/ontologies/NBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,N/A,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/HSPO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"island of pancreas, island of Langerhans, islets of langerhans, pancreatic islet, pancreatic insula",the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/OCVDAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"island of pancreas, island of Langerhans, islets of langerhans, pancreatic islet, pancreatic insula",the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/OCMR,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",the clusters of hormone-producing cells that are scattered throughout the pancreas,https://data.bioontology.org/ontologies/KTAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,N/A,https://data.bioontology.org/ontologies/GCBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/FOVT,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,Islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic islet, pancreatic insula",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/CLO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/EFO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,islets of Langerhans,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/RBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans, pancreatic insula, pancreatic islet",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"pancreatic islet, pancreatic insula, islets of Langerhans, island of pancreas, island of Langerhans",N/A,https://data.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/CCONT,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,N/A,https://data.bioontology.org/ontologies/DDSS,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,"islets of Langerhans, island of pancreas, island of Langerhans",The clusters of hormone-producing cells that are scattered throughout the pancreas.,https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0000006,islet of Langerhans,,N/A,https://data.bioontology.org/ontologies/DOID,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar, acinus pancreaticus, pancreas acinus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/ODAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/AISM,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/NMDCO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar, acinus pancreaticus, pancreas acinus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/OAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/PCL,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/MAXO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/ECAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,,"The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/OBI_BCGO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/NIFDYS,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,,"The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,,N/A,https://data.bioontology.org/ontologies/NBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/NIFSTD,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,N/A,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/HSPO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar, acinus pancreaticus, pancreas acinus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/OCVDAE,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar, acinus pancreaticus, pancreas acinus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/OCMR,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/KTAO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,,N/A,https://data.bioontology.org/ontologies/GCBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/FOVT,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,Pancreatic acinus,"pancreatic acini, pancreatic acinar, acinus pancreaticus, pancreas acinus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/HRA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/CLO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,pancreatic acinar,N/A,https://data.bioontology.org/ontologies/UPHENO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/EFO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,,N/A,https://data.bioontology.org/ontologies/OBA,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/GO-PLUS,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/RBO,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini, pancreas acinus, acinus pancreaticus","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/HHEAR,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar, pancreas acinus, acinus pancreaticus",N/A,https://data.bioontology.org/ontologies/NPOKB,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acinar, pancreatic acini","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/CCONT,,,,,,,,,,,,,,,,,,,,,
UBERON:0001263,pancreatic acinus,"pancreatic acini, pancreatic acinar","The secretory units of the exocrine pancreas, where fluid containing digestive enzymes is produced; consists of a group of secretory cells surrounding a luminal space that connects to the pancreatic duct.",https://data.bioontology.org/ontologies/CL,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,prostate glandular acinus,"prostatic acinus, prostatic follicle","A saclike structure of the prostate gland, comprised of at least three cell layers: an innermost layer of secretory columnar luminal epithelium, a middle layer of squamous basal epithelium that also contains neuroendocrine cells, transit amplifying cells, and stem cells, and an outer layer of smooth muscle intermixed with other stromal cells.",https://data.bioontology.org/ontologies/UBERON,,,,,,,,,,,,,,,,,,,,,
UBERON:0004179,UBERON_0004179,,N/A,https://data.bioontology.org/ontologies/BERO,,,,,,,,,,,,,,,,,,,,,
